what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1354849566734
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1354849566781
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1354849567203
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1354849569250
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354849590781
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354849592953
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354849593093
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1354849601390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1354849604140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354849615156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1354849616343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354849661281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354849663312
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1354849675765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1354849675859
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354849676484
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354849679390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354849679406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354849736343
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354849736500
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354849738875
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354849741671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354849744406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354849918937
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354849920156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354849926984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354850106250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354850111687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354853176250
