what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1354498692062
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1354498692093
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1354498692171
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1354498692203
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1354498692203
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1354498692218
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1354498692218
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1354498692250
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1354498692296
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1354498692328
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1354498692328
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1354498692359
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1354498692375
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1354498692390
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1354498692406
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1354498692437
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1354498692484
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1354498692500
os,sysinfo,,,"win32",1354498692500
arch,sysinfo,,,"x86",1354498692500
ws,sysinfo,,,"win32",1354498692500
locale,sysinfo,,,"zh_CN",1354498692500
processors,sysinfo,,,"4",1354498692500
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354498692500
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1354498692500
java.specification.name,sysinfo,,,"Java Platform API Specification",1354498692500
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354498692500
java.specification.version,sysinfo,,,"1.6",1354498692500
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354498692500
java.version,sysinfo,,,"1.6.0_23",1354498692500
java.vm.info,sysinfo,,,"mixed mode",1354498692500
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354498692500
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354498692500
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354498692500
java.vm.specification.version,sysinfo,,,"1.0",1354498692500
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354498692500
java.vm.version,sysinfo,,,"19.0-b09",1354498692500
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1354498692671
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1354498692703
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1354498692765
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1354498692921
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1354498692968
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1354498693140
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1354498693140
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1354498693187
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1354498693453
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1354498693531
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1354498693609
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1354498693843
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1354498693859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354498694609
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1354498694734
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1354498694796
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1354498695203
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1354498695906
